student_id,semester,hostel_resident,internet_access,attendance_percentage,avg_assignment_score,lms_login_frequency,library_visits_per_month,disciplinary_actions,dropout
S02133,5,0,0,71.27,45.51,38.0,5.0,0,0
S02134,4,0,1,47.57,28.23,5.0,1.0,0,1
S02135,4,0,1,90.62,40.07,31.0,0.0,0,0
S02136,6,1,0,52.56,35.54,19.0,3.0,3,0
S02137,5,0,1,73.18,48.35,24.0,0.0,1,0
S02138,1,0,1,80.74,63.39,26.0,2.0,0,0
S02139,5,1,1,73.8,47.87,30.0,4.0,0,0
S02140,4,0,1,,50.59,36.0,2.0,1,0
S02141,6,0,0,83.01,45.18,25.0,1.0,0,0
S02142,8,1,1,68.96,30.38,16.0,2.0,0,0
S02143,8,1,1,81.04,42.54,24.0,3.0,0,0
S02144,5,0,1,75.15,28.01,22.0,2.0,0,0
S02145,3,1,1,72.67,38.88,21.0,4.0,0,0
S02146,4,1,0,75.66,55.0,24.0,6.0,0,0
S02147,2,0,0,65.49,43.93,9.0,6.0,0,0
S02148,8,1,1,75.19,44.33,15.0,1.0,1,0
S02149,7,1,1,64.42,30.91,26.0,4.0,0,0
S02150,7,1,1,43.56,22.69,0.0,1.0,0,1
S02151,3,1,0,89.1,97.49491118123457,38.0,5.0,0,0
S02152,3,1,1,63.52,29.98,15.0,2.0,0,0
S02153,7,1,1,74.12,60.12,37.0,5.0,1,0
S02154,5,1,1,60.59,35.15,28.0,2.0,0,0
S02155,6,1,0,61.05,28.95,16.0,5.0,0,0
S02156,4,1,1,56.42,34.88,15.0,6.0,0,0
S02157,4,1,1,86.22,41.04,40.0,1.0,0,0
S02158,6,1,0,89.85,53.76,39.0,6.0,0,0
S02159,7,0,0,72.39,56.81,30.0,0.0,0,0
S02160,3,0,1,63.95,55.06,29.0,1.0,0,0
S02161,7,1,0,46.6,12.43,5.0,4.0,0,0
S02162,2,0,1,83.93,37.89,28.0,4.0,1,0
S02163,4,1,1,61.85,25.53,13.0,4.0,0,0
S02164,8,1,1,55.24,0.0,7.0,3.0,0,0
S02165,8,1,1,72.44,58.19,24.0,0.0,0,0
S02166,8,0,1,66.99,42.51,17.0,3.0,0,0
S02167,3,1,1,49.23,,13.0,5.0,0,1
S02168,7,0,1,51.29,12.44,11.0,0.0,0,0
S02169,8,0,1,77.05,38.04,14.0,4.0,0,0
S02170,8,0,1,62.16,44.6,32.0,0.0,0,0
S02171,1,0,1,79.65,65.58,26.0,2.0,0,0
S02172,6,0,1,74.2,30.9,12.0,0.0,1,0
S02173,8,1,1,87.71,52.46,30.0,6.0,0,0
S02174,7,1,1,59.52,34.18,30.0,3.0,0,0
S02175,2,0,1,75.49,44.07,31.0,1.0,0,0
S02176,7,0,1,81.57,62.57,22.0,0.0,0,0
S02177,1,0,1,62.61,60.07,15.0,0.0,1,1
S02178,4,1,1,88.91,98.11770018484636,,6.0,0,0
S02179,6,1,0,47.01,9.2,7.0,5.0,0,1
S02180,4,0,1,59.51,39.75,13.0,3.0,1,0
S02181,6,0,1,46.44,19.56,1.0,1.0,1,1
S02182,2,0,1,60.96,34.75,15.0,2.0,0,0
S02183,5,1,0,69.68,38.56,,4.0,1,0
S02184,6,0,1,84.47,40.24,24.0,0.0,1,0
S02185,6,0,1,69.67,44.71,23.0,0.0,0,0
S02186,3,0,1,63.07,35.72,32.0,2.0,0,0
S02187,3,0,1,48.76,31.42,29.0,0.0,0,0
S02188,3,0,0,53.79,29.53,15.0,1.0,1,1
S02189,4,0,1,76.65,49.3,31.0,1.0,1,0
S02190,5,1,1,85.22,32.52,26.0,2.0,0,0
S02191,3,0,1,65.71,38.12,16.0,5.0,1,0
S02192,4,0,1,90.17,41.61,20.0,1.0,0,0
S02193,3,1,1,57.75,37.57,18.0,1.0,1,0
S02194,2,0,1,66.14,63.16,29.0,1.0,2,0
S02195,6,1,1,67.41,24.06,11.0,3.0,0,0
S02196,7,1,0,94.94,51.42,28.0,2.0,0,0
S02197,3,0,1,74.0,36.01,20.0,3.0,0,0
S02198,7,1,1,45.02,20.23,15.0,1.0,1,0
S02199,5,1,1,86.27,37.96,30.0,4.0,0,0
S02200,2,1,0,99.69,59.84,37.0,3.0,0,0
S02201,3,0,0,68.25,36.19,36.0,3.0,0,0
S02202,1,0,1,58.54,98.27148665819912,11.0,3.0,0,0
S02203,1,0,1,84.96,47.25,20.0,0.0,0,0
S02204,3,1,1,100.0,44.5,34.0,5.0,0,0
S02205,4,1,1,84.73,57.14,39.0,3.0,1,0
S02206,7,0,0,47.65,21.16,2.0,0.0,0,1
S02207,2,0,0,83.32,36.64,29.0,8.0,1,0
S02208,7,0,1,78.06,42.41,23.0,3.0,0,0
S02209,2,0,0,57.68,37.3,24.0,4.0,0,0
S02210,2,1,1,91.33,75.12,34.0,2.0,0,0
S02211,6,0,1,78.58,33.03,25.0,2.0,0,0
S02212,7,1,0,91.72,56.88,,6.0,0,0
S02213,5,1,1,56.08,16.3,11.0,3.0,0,0
S02214,1,1,0,77.98,43.32,31.0,5.0,0,1
S02215,1,1,1,58.57,27.98,29.0,9.0,0,0
S02216,4,0,1,75.72,96.83492015973003,25.0,3.0,0,0
S02217,4,1,1,94.16,64.08,27.0,1.0,0,0
S02218,8,1,0,50.6,38.49,14.0,3.0,1,0
S02219,3,0,1,51.46,24.88,21.0,7.0,1,0
S02220,2,0,1,86.33,39.72,27.0,4.0,0,0
S02221,8,0,1,71.79,35.45,13.0,0.0,2,0
S02222,2,0,1,89.57,72.54,36.0,4.0,0,0
S02223,1,0,1,59.89,39.09,10.0,2.0,0,0
S02224,4,0,1,72.77,66.76,26.0,0.0,1,0
S02225,4,1,1,82.32,35.33,,5.0,0,0
S02226,5,0,1,75.15,,24.0,3.0,1,0
S02227,8,0,1,45.17,31.32,,0.0,2,1
S02228,8,0,1,100.0,47.94,17.0,0.0,0,0
S02229,3,0,0,75.18,42.52,,1.0,0,1
S02230,8,1,0,51.89,13.58,6.0,5.0,2,0
S02231,6,0,1,76.71,96.51492791508032,25.0,5.0,1,0
S02232,1,0,0,78.44,64.99,21.0,1.0,0,0
S02233,8,0,0,86.91,37.37,16.0,3.0,0,0
S02234,2,0,1,85.91,55.0,19.0,0.0,0,0
S02235,5,1,1,68.79,17.92,14.0,7.0,0,0
S02236,7,1,1,46.17,29.54,21.0,0.0,2,0
S02237,2,0,1,78.92,37.17,32.0,7.0,0,0
S02238,3,1,1,47.36,32.33,31.0,5.0,0,0
S02239,4,0,1,90.23,57.9,25.0,6.0,1,0
S02240,8,1,1,61.01,28.52,14.0,2.0,0,0
S02241,2,1,1,81.52,65.33,,6.0,1,0
S02242,6,0,1,62.16,36.2,16.0,1.0,0,0
S02243,4,1,1,64.62,35.37,15.0,8.0,1,0
S02244,1,1,1,59.99,29.94,19.0,4.0,0,0
S02245,6,0,0,82.74,40.38,32.0,1.0,0,0
S02246,7,1,1,62.68,18.86,2.0,0.0,0,0
S02247,5,1,1,83.53,49.3,22.0,2.0,1,0
S02248,2,0,1,63.07,21.68,,1.0,1,0
S02249,2,1,1,68.53,34.72,20.0,3.0,0,0
S02250,4,1,0,72.53,38.7,26.0,3.0,2,0
S02251,5,0,1,2.187264276846477,97.30767766147399,32.0,1.0,0,0
S02252,5,0,0,58.14,31.88,14.0,4.0,1,0
S02253,2,1,0,82.56,49.29,27.0,4.0,0,0
S02254,5,1,1,67.93,22.1,,6.0,1,0
S02255,3,0,1,80.16,32.6,18.0,2.0,1,0
S02256,6,0,1,71.76,30.36,24.0,2.0,0,0
S02257,7,0,1,80.8,38.72,15.0,3.0,0,1
S02258,6,1,1,65.83,,30.0,2.0,1,0
S02259,1,1,1,60.16,42.58,,2.0,0,0
S02260,8,0,1,78.4,44.44,17.0,1.0,1,0
S02261,1,1,1,64.59,17.65,8.0,5.0,1,0
S02262,8,1,1,93.88,47.67,25.0,4.0,0,0
S02263,1,0,1,73.01,48.77,16.0,5.0,0,0
S02264,5,0,1,,,5.0,3.0,0,0
S02265,1,1,1,63.22,,8.0,4.0,0,0
S02266,1,0,1,57.01,42.33,15.0,1.0,1,0
S02267,6,0,1,88.09,62.34,34.0,4.0,0,0
S02268,6,1,1,83.6,56.14,21.0,5.0,0,0
S02269,1,1,1,71.08,31.61,26.0,6.0,2,0
S02270,8,0,1,76.35,72.22,21.0,9.0,0,0
S02271,3,1,1,70.68,45.3,27.0,3.0,1,0
S02272,3,1,1,84.91,43.74,21.0,2.0,0,0
S02273,3,0,1,79.8,48.45,27.0,1.0,1,0
S02274,4,0,1,82.5,,27.0,3.0,0,0
S02275,2,1,1,69.12,59.24,32.0,0.0,1,0
S02276,4,1,1,,28.04,23.0,5.0,1,0
S02277,2,0,0,81.98,43.47,28.0,3.0,0,0
S02278,1,1,1,95.27,39.82,19.0,0.0,0,0
S02279,3,1,1,88.59,30.98,24.0,4.0,1,0
S02280,6,1,1,95.72,53.33,25.0,1.0,0,0
S02281,7,1,1,74.43,47.69,17.0,,0,0
S02282,3,0,0,,23.59,17.0,4.0,0,1
S02283,3,0,0,58.78,26.93,20.0,0.0,0,0
S02284,7,0,1,92.69,46.54,32.0,2.0,0,0
S02285,6,1,0,44.07,38.49,22.0,,1,0
S02286,7,1,1,94.57,49.58,34.0,4.0,0,0
S02287,8,1,1,60.19,97.59342077459547,,3.0,0,0
S02288,7,0,1,100.0,57.8,34.0,3.0,0,0
S02289,8,1,1,70.94,37.51,27.0,5.0,0,0
S02290,4,0,1,82.84,40.46,,1.0,1,0
S02291,4,0,1,100.0,55.61,31.0,1.0,0,0
S02292,3,0,1,67.05,38.11,,4.0,0,0
S02293,2,1,0,66.8,38.15,29.0,5.0,1,0
S02294,6,0,1,61.58,32.9,20.0,0.0,0,0
S02295,6,1,1,,7.72,4.0,3.0,0,0
S02296,7,1,0,67.05,20.03,6.0,5.0,0,0
S02297,2,1,1,63.68,45.34,34.0,5.0,1,0
S02298,4,0,1,53.25,29.44,2.0,1.0,1,0
S02299,2,1,1,68.84,29.72,20.0,5.0,0,0
S02300,8,1,1,78.75,65.9,32.0,3.0,1,0
S02301,3,0,1,58.56,,3.0,2.0,2,0
S02302,2,1,1,69.56,27.06,13.0,6.0,1,0
S02303,5,1,1,93.1,48.81,20.0,1.0,1,0
S02304,8,0,1,50.71,38.18,29.0,4.0,0,0
S02305,8,0,0,100.0,64.89,49.0,3.0,0,0
S02306,1,0,0,61.89,30.8,13.0,4.0,0,0
S02307,3,0,1,75.01,49.45,28.0,4.0,1,0
S02308,2,1,0,91.19,65.85,32.0,4.0,1,0
S02309,3,0,0,95.77,43.0,29.0,6.0,0,0
S02310,5,0,0,79.05,29.34,12.0,3.0,0,0
S02311,3,0,1,61.58,43.95,37.0,0.0,0,0
S02312,1,0,1,60.26,96.81096916545224,4.0,6.0,1,0
S02313,5,0,1,63.38,17.43,21.0,2.0,0,0
S02314,1,1,0,100.0,54.87,27.0,0.0,0,0
S02315,2,0,1,66.25,57.05,28.0,1.0,0,0
S02316,1,0,0,76.85,48.75,31.0,3.0,0,0
S02317,1,1,1,56.34,32.7,9.0,1.0,1,0
S02318,4,1,1,54.65,27.9,10.0,1.0,1,0
S02319,7,0,1,72.4,36.85,10.0,2.0,1,0
S02320,7,0,0,67.13,44.71,22.0,4.0,1,0
S02321,1,0,1,68.22,32.88,27.0,3.0,0,1
S02322,1,0,1,49.81,12.08,11.0,0.0,1,0
S02323,3,0,0,70.9,44.14,,3.0,1,1
S02324,6,1,1,95.24,61.52,46.0,4.0,0,0
S02325,6,1,1,59.2,54.92,25.0,2.0,1,0
S02326,7,0,1,85.46,39.14,,0.0,0,0
S02327,3,1,0,20.03,17.24,0.0,8.0,2,1
S02328,2,0,1,59.96,25.16,22.0,4.0,0,0
S02329,1,0,1,43.34,26.42,14.0,1.0,0,1
S02330,2,0,1,90.54,52.33,19.0,1.0,0,0
S02331,1,0,1,85.18,43.56,19.0,1.0,1,0
S02332,7,1,1,56.49,31.1,15.0,6.0,0,0
S02333,3,0,1,76.34,35.71,13.0,3.0,3,0
S02334,7,1,0,90.03,47.91,23.0,8.0,0,0
S02335,5,0,1,92.36,37.68,26.0,3.0,0,0
S02336,5,1,0,65.91,95.37609814696806,25.0,4.0,0,0
S02337,4,1,0,38.87,17.7,5.0,2.0,1,0
S02338,7,0,1,58.52,30.97,14.0,0.0,0,0
S02339,1,0,1,83.49,99.00838846141585,57.0,6.0,0,0
S02340,1,1,1,100.0,38.22,18.0,6.0,1,0
S02341,4,0,1,71.19,50.19,24.0,1.0,0,0
S02342,4,0,1,62.9,39.24,22.0,2.0,1,0
S02343,5,1,1,100.0,60.72,,6.0,0,0
S02344,6,0,1,78.09,42.07,21.0,0.0,0,0
S02345,5,0,1,53.58,14.55,7.0,0.0,2,0
S02346,3,0,1,70.22,28.66,34.0,2.0,1,0
S02347,3,0,1,87.0,45.92,21.0,2.0,0,0
S02348,7,0,1,70.94,28.31,,0.0,2,0
S02349,2,0,1,83.92,41.21,27.0,0.0,0,0
S02350,5,0,1,47.92,30.0,8.0,2.0,0,1
S02351,5,0,1,50.49,29.82,23.0,0.0,1,0
S02352,7,0,1,60.98,38.89,16.0,3.0,0,0
S02353,6,1,1,67.77,35.54,30.0,5.0,2,0
S02354,4,1,1,77.01,41.46,28.0,4.0,0,0
S02355,3,0,1,81.55,42.75,23.0,3.0,0,0
S02356,3,0,0,100.0,42.42,41.0,3.0,0,0
S02357,4,1,1,60.92,23.02,13.0,3.0,2,1
S02358,2,0,1,67.29,49.44,18.0,3.0,0,0
S02359,6,0,1,61.34,29.33,23.0,2.0,1,0
S02360,2,1,0,88.19,51.83,30.0,4.0,0,0
S02361,6,0,0,89.01,39.65,23.0,2.0,0,0
S02362,7,1,1,65.29,22.81,8.0,8.0,0,0
S02363,8,1,1,100.0,58.15,32.0,1.0,0,0
S02364,1,1,1,61.37,95.62625484403979,13.0,5.0,1,0
S02365,7,0,1,87.45,56.82,28.0,1.0,0,0
S02366,1,0,1,93.82,58.21,27.0,5.0,0,0
S02367,3,0,0,51.58,31.0,9.0,4.0,0,0
S02368,2,1,1,80.66,22.54,23.0,1.0,0,0
S02369,2,1,1,31.12,16.17,7.0,4.0,1,1
S02370,2,1,1,84.36,68.48,32.0,2.0,1,0
S02371,1,0,1,55.48,13.52,20.0,6.0,0,0
S02372,7,1,1,80.51,69.21,42.0,4.0,1,0
S02373,1,0,1,83.32,95.70275780200764,28.0,4.0,0,0
S02374,4,1,1,88.8,52.65,23.0,0.0,0,0
S02375,6,0,1,85.35,30.61,26.0,2.0,0,0
S02376,8,0,1,72.84,44.48,27.0,2.0,1,0
S02377,7,0,0,66.29,97.55735833510555,59.0,2.0,1,0
S02378,2,1,0,70.88,31.92,33.0,4.0,0,0
S02379,8,0,1,55.26,47.32,,3.0,1,0
S02380,6,0,1,68.82,32.21,,3.0,0,0
S02381,2,0,0,67.64,40.53,20.0,6.0,1,0
S02382,4,0,1,60.18,19.03,11.0,2.0,2,1
S02383,8,1,0,45.88,36.19,11.0,5.0,0,1
S02384,4,0,0,52.85,,25.0,0.0,1,0
S02385,2,0,1,24.75,10.46,9.0,2.0,2,1
S02386,8,1,1,67.38,47.96,11.0,0.0,1,0
S02387,8,0,1,77.41,41.11,15.0,6.0,0,0
S02388,8,0,1,31.76,9.73,0.0,0.0,1,1
S02389,8,0,1,75.55,28.29,18.0,4.0,0,0
S02390,7,0,0,70.16,31.36,22.0,3.0,1,0
S02391,4,0,1,54.35,34.33,7.0,1.0,1,0
S02392,2,0,1,65.53,26.97,17.0,3.0,0,0
S02393,5,0,1,87.76,61.37,39.0,2.0,0,0
S02394,2,1,1,57.39,34.68,30.0,2.0,1,0
S02395,4,1,1,73.18,99.20376426342065,35.0,5.0,0,0
S02396,6,1,0,77.2,29.17,10.0,0.0,0,0
S02397,8,0,1,59.67,22.91,31.0,1.0,0,0
S02398,3,0,0,,36.62,29.0,4.0,0,0
S02399,3,1,0,78.06,48.47,25.0,2.0,1,0
S02400,6,1,1,68.22,41.26,29.0,0.0,0,0
S02401,1,0,0,100.0,59.15,38.0,2.0,0,0
S02402,5,0,1,87.19,48.05,13.0,2.0,0,0
S02403,6,0,1,46.71,10.68,8.0,1.0,1,1
S02404,5,0,1,66.16,28.29,17.0,2.0,0,0
S02405,4,0,1,100.0,46.64,22.0,2.0,0,0
S02406,7,0,1,57.27,36.89,25.0,4.0,0,0
S02407,3,1,1,73.0,37.49,34.0,2.0,0,0
S02408,6,1,1,90.46,45.99,29.0,3.0,1,0
S02409,4,1,0,81.78,41.33,28.0,3.0,0,0
S02410,1,0,1,83.95,31.46,27.0,0.0,0,0
S02411,5,1,1,83.06,41.53,27.0,6.0,0,0
S02412,1,1,0,,48.52,31.0,9.0,0,0
S02413,8,0,1,60.12,14.45,4.0,0.0,1,0
S02414,5,1,1,78.52,31.2,29.0,7.0,1,0
S02415,3,1,1,65.96,32.76,20.0,1.0,0,0
S02416,4,1,1,64.78,25.87,14.0,3.0,0,0
S02417,5,0,1,,31.61,26.0,2.0,0,0
S02418,3,1,0,66.29,24.68,35.0,6.0,0,0
S02419,3,0,1,97.59,58.93,21.0,7.0,0,0
S02420,4,0,1,75.85,33.47,22.0,1.0,0,0
S02421,3,0,1,69.61,53.79,35.0,,0,0
S02422,7,0,1,44.74,24.81,2.0,3.0,0,0
S02423,1,0,1,100.0,70.83,29.0,0.0,0,0
S02424,7,0,1,71.91,42.68,23.0,2.0,1,0
S02425,3,1,0,37.94,15.11,13.0,6.0,0,0
S02426,5,0,0,86.82,54.56,27.0,2.0,1,0
S02427,2,1,1,71.25,14.23,15.0,5.0,1,0
S02428,4,0,1,58.03,42.88,21.0,1.0,1,0
S02429,7,1,1,85.97,65.97,27.0,5.0,0,0
S02430,3,1,1,33.77,8.48,14.0,0.0,1,1
S02431,2,1,1,61.29,34.88,26.0,0.0,1,0
S02432,5,1,1,67.51,32.38,9.0,4.0,0,0
S02433,2,1,1,84.78,47.52,35.0,4.0,0,0
S02434,3,0,1,100.0,53.71,30.0,0.0,1,0
S02435,4,0,1,68.33,33.19,28.0,6.0,0,0
S02436,5,0,0,78.9,39.7,29.0,0.0,0,0
S02437,6,0,1,100.0,92.55,,3.0,0,0
S02438,6,0,1,72.07,40.97,22.0,0.0,1,0
S02439,7,0,1,79.02,16.71,22.0,4.0,0,0
S02440,1,1,0,53.44,21.52,12.0,1.0,1,0
S02441,3,1,1,100.0,47.57,24.0,5.0,0,0
S02442,1,1,1,61.31,53.23,25.0,0.0,1,0
S02443,1,1,1,76.03,52.48,15.0,4.0,0,0
S02444,2,0,1,75.6,46.21,30.0,0.0,0,0
S02445,5,0,0,,28.3,21.0,0.0,0,0
S02446,8,1,1,65.49,31.36,6.0,1.0,2,0
S02447,7,1,1,75.62,39.31,36.0,2.0,1,0
S02448,6,0,1,98.36,44.78,5.0,1.0,0,0
S02449,7,0,1,100.0,96.03089630679689,32.0,1.0,0,0
S02450,2,0,1,69.37,33.25,23.0,3.0,0,0
S02451,7,0,1,65.26,99.64132851725898,56.0,2.0,0,0
S02452,8,0,1,59.87,,,2.0,0,0
S02453,1,0,0,100.0,58.49,27.0,2.0,0,0
S02454,4,1,1,73.93,23.46,21.0,2.0,0,0
S02455,7,1,1,88.73,54.33,39.0,4.0,0,0
S02456,4,0,0,82.45,98.66662330152562,27.0,4.0,0,0
S02457,7,1,1,100.0,58.04,30.0,2.0,0,0
S02458,8,1,1,68.28,45.73,20.0,3.0,0,0
S02459,4,0,1,55.39,42.0,31.0,0.0,1,0
S02460,1,1,1,99.89,61.17,36.0,1.0,0,0
S02461,3,0,0,85.55,47.16,20.0,4.0,0,0
S02462,2,1,1,78.84,47.81,21.0,6.0,1,0
S02463,4,0,0,95.03,39.5,21.0,8.0,0,0
S02464,5,1,1,79.7,36.39,22.0,6.0,0,0
S02465,4,1,1,95.55,61.42,44.0,3.0,0,0
S02466,2,0,1,75.7,53.75,22.0,2.0,2,0
S02467,3,0,1,85.53,47.95,17.0,1.0,0,0
S02468,6,0,1,79.9,53.58,29.0,6.0,0,0
S02469,1,1,0,67.12,32.81,18.0,3.0,1,0
S02470,2,1,1,68.92,41.55,26.0,2.0,0,0
S02471,8,0,0,66.11,34.66,18.0,2.0,2,0
S02472,1,1,1,75.98,35.32,35.0,3.0,1,0
S02473,4,0,1,65.16,35.58,13.0,1.0,0,0
S02474,2,0,1,78.54,37.15,15.0,,0,0
S02475,1,0,1,78.03,55.97,32.0,4.0,0,0
S02476,4,0,1,75.08,18.42,,5.0,1,0
S02477,5,0,1,75.34,36.31,22.0,0.0,0,0
S02478,2,0,1,63.51,19.88,26.0,2.0,1,0
S02479,1,0,1,67.77,32.53,3.0,0.0,0,0
S02480,2,1,1,46.94,33.9,14.0,7.0,0,0
S02481,6,0,1,70.2,36.89,10.0,1.0,1,0
S02482,7,1,1,57.21,43.55,2.0,3.0,0,0
S02483,2,1,1,73.5,41.91,14.0,6.0,0,0
S02484,3,1,1,61.28,24.24,17.0,2.0,1,0
S02485,3,0,0,,31.67,6.0,3.0,2,1
S02486,3,1,1,100.0,81.08,41.0,4.0,0,0
S02487,2,0,1,68.53,45.25,22.0,0.0,0,0
S02488,1,0,1,,43.12,26.0,0.0,0,0
S02489,5,0,1,64.1,23.67,9.0,6.0,1,0
S02490,3,0,1,97.47,59.03,33.0,3.0,0,0
S02491,3,1,1,54.72,34.37,33.0,5.0,0,0
S02492,3,1,1,74.64,49.73,18.0,0.0,0,0
S02493,8,1,1,55.62,25.95,12.0,6.0,0,0
S02494,5,0,1,100.0,60.52,24.0,3.0,0,0
S02495,4,1,1,68.26,49.78,31.0,2.0,0,0
S02496,2,1,1,84.43,36.91,34.0,1.0,0,0
S02497,7,0,0,78.76,41.15,21.0,4.0,0,0
S02498,8,0,0,71.62,47.55,17.0,3.0,0,0
S02499,1,1,1,79.77,39.49,18.0,2.0,0,0
S02500,8,0,1,92.39,53.89,27.0,,0,0
S02501,6,0,1,82.02,51.51,34.0,5.0,0,0
S02502,1,1,0,74.44,33.43,24.0,3.0,0,0
S02503,7,0,1,79.79,67.19,36.0,4.0,0,0
S02504,1,0,1,100.0,45.98,27.0,,0,0
S02505,1,0,1,65.75,18.02,2.0,0.0,0,0
S02506,1,1,1,,44.71,33.0,4.0,2,1
S02507,4,1,1,55.55,25.77,18.0,1.0,0,0
S02508,5,1,1,56.67,34.92,23.0,0.0,0,0
S02509,4,1,0,58.78,33.26,11.0,7.0,0,0
S02510,1,1,1,59.3,37.41,7.0,3.0,0,1
S02511,2,1,0,71.65,19.67,24.0,1.0,0,0
S02512,7,0,1,75.71,32.83,8.0,0.0,0,0
S02513,8,0,1,75.55,38.25,22.0,3.0,0,0
S02514,7,1,1,61.05,37.5,27.0,3.0,0,0
S02515,1,1,1,86.91,57.99,31.0,6.0,1,0
S02516,7,0,1,80.02,60.29,27.0,2.0,0,0
S02517,6,1,1,95.72,62.81,45.0,3.0,0,0
S02518,5,1,1,84.7,41.14,30.0,3.0,0,0
S02519,2,0,1,66.76,,5.0,4.0,0,0
S02520,8,0,0,91.58,56.42,28.0,1.0,0,0
S02521,4,0,1,76.1,,39.0,8.0,0,0
S02522,1,0,1,83.97,56.18,24.0,6.0,0,0
S02523,2,0,1,82.81,46.86,41.0,1.0,0,0
S02524,4,0,1,70.14,36.85,30.0,4.0,1,0
S02525,1,0,0,73.55,41.18,20.0,6.0,2,0
S02526,3,0,1,70.03,46.05,13.0,5.0,0,0
S02527,4,1,0,59.21,51.45,21.0,5.0,1,0
S02528,8,1,0,39.83,31.84,21.0,2.0,0,1
S02529,1,0,1,61.59,30.9,6.0,2.0,1,0
S02530,5,0,1,74.99,,24.0,3.0,1,0
S02531,8,0,1,88.28,48.6,12.0,8.0,0,0
S02532,7,0,1,83.94,95.67801409159259,24.0,0.0,1,0
S02533,8,0,1,67.81,98.24358917987782,8.0,2.0,0,0
S02534,2,0,1,61.8,37.95,23.0,3.0,0,0
S02535,7,0,1,69.3,37.16,16.0,1.0,0,0
S02536,8,1,1,57.37,49.02,26.0,1.0,0,1
S02537,3,0,1,40.27,21.04,7.0,2.0,0,1
S02538,4,1,1,48.82,20.45,9.0,3.0,1,1
S02539,5,0,1,92.62,48.38,17.0,2.0,1,0
S02540,4,0,1,99.86,49.49,36.0,0.0,0,0
S02541,3,1,0,83.31,50.81,30.0,5.0,0,0
S02542,8,0,1,71.13,,30.0,4.0,0,0
S02543,8,1,1,51.11,23.74,20.0,8.0,0,0
S02544,4,1,1,69.58,64.33,25.0,0.0,0,0
S02545,7,1,1,81.18,45.65,30.0,3.0,0,0
S02546,4,0,1,84.45,97.35482455130173,58.0,2.0,0,0
S02547,7,0,1,82.33,32.56,33.0,1.0,0,0
S02548,5,0,0,90.14,37.19,,0.0,0,0
S02549,4,0,1,100.0,62.09,29.0,5.0,0,0
S02550,2,0,1,65.92,14.51,7.0,2.0,1,1
S02551,6,1,1,100.0,46.03,35.0,8.0,0,0
S02552,3,1,1,41.7,38.97,25.0,4.0,0,0
S02553,2,0,1,60.33,32.99,25.0,3.0,0,0
S02554,2,0,1,75.0,99.74594533749136,,5.0,0,0
S02555,8,1,1,80.24,47.36,,3.0,0,0
S02556,1,1,1,69.28,51.67,24.0,6.0,1,0
S02557,7,0,0,64.56,27.32,22.0,3.0,1,0
S02558,7,0,0,100.0,70.58,22.0,4.0,0,0
S02559,1,1,1,63.85,41.4,30.0,,1,0
S02560,5,1,1,56.71,25.7,7.0,2.0,1,0
S02561,5,1,1,97.36,59.79,29.0,7.0,0,0
S02562,3,0,0,,97.84532691199924,35.0,2.0,0,0
S02563,6,0,0,1.704940129513719,99.36197681604935,25.0,4.0,0,0
S02564,4,0,1,74.94,43.85,24.0,4.0,0,0
S02565,4,0,1,51.36,46.76,16.0,5.0,1,1
S02566,4,1,1,73.27,63.76,23.0,3.0,0,0
S02567,7,0,1,49.29,29.0,15.0,0.0,3,1
S02568,6,1,1,75.63,43.92,25.0,4.0,1,0
S02569,4,1,1,81.8,44.48,27.0,5.0,0,0
S02570,8,1,1,88.13,45.37,21.0,4.0,1,0
S02571,7,1,1,70.61,29.34,10.0,8.0,1,0
S02572,8,1,1,83.22,60.28,34.0,0.0,0,0
S02573,6,0,1,58.44,50.19,26.0,1.0,0,0
S02574,4,0,0,86.5,61.86,30.0,1.0,1,1
S02575,7,0,1,82.12,60.38,29.0,6.0,0,0
S02576,3,1,1,60.0,98.55644967301087,11.0,2.0,0,0
S02577,3,1,0,79.96,42.72,6.0,1.0,1,0
S02578,4,0,1,88.35,55.51,26.0,3.0,0,0
S02579,8,0,1,73.18,18.48,8.0,1.0,0,0
S02580,5,0,1,59.66,30.62,19.0,0.0,0,0
S02581,4,0,1,74.67,41.03,34.0,0.0,3,0
S02582,4,1,0,80.29,41.01,20.0,0.0,0,0
S02583,3,0,1,59.55,28.78,13.0,0.0,0,0
S02584,6,1,1,56.89,,,4.0,0,0
S02585,3,1,1,79.82,40.58,26.0,5.0,0,0
S02586,5,0,0,84.35,24.25,27.0,0.0,0,0
S02587,3,0,0,100.0,55.21,24.0,3.0,0,0
S02588,3,1,1,81.99,46.67,33.0,2.0,0,0
S02589,8,1,1,53.86,45.24,38.0,7.0,1,0
S02590,3,0,1,100.0,49.23,42.0,1.0,0,0
S02591,1,0,1,87.82,53.07,27.0,0.0,0,0
S02592,4,1,1,41.92,13.74,11.0,4.0,2,0
S02593,5,1,1,56.55,12.37,13.0,2.0,1,0
S02594,1,1,1,64.63,29.91,15.0,4.0,2,1
S02595,3,1,0,84.57,33.84,35.0,0.0,0,0
S02596,2,1,1,36.31,16.82,18.0,4.0,2,1
S02597,5,0,1,70.21,35.14,12.0,0.0,0,1
S02598,6,1,0,83.72,34.76,30.0,3.0,1,0
